name,short_name,gender,birth_date,country,country_code,discipline,discipline_code
LELEIVYTE Rasa,LELEIVYTE R,Female,1988-07-22,Lithuania,LTU,Cycling Road,CRD
LELEUX ROMERO Morgann,LELEUX ROMERO M,Female,1992-11-14,United States of America,USA,Athletics,ATH
LELIOR Anat,LELIOR A,Female,2000-04-29,Israel,ISR,Surfing,SRF
LEMAY-LAVOIE Elyse,LEMAY-LAVOIE E,Female,1994-11-12,Canada,CAN,Water Polo,WPO
LEMBETHE Nduduza Peabo,LEMBETHE NP,Male,1996-01-13,South Africa,RSA,Hockey,HOC
LEME Haline,LEME H,Female,1992-08-09,Brazil,BRA,Rugby Sevens,RUG
LEMI Teddese,LEMI T,Male,1999-01-20,Ethiopia,ETH,Athletics,ATH
LEMKE Finn,LEMKE F,Male,1992-04-30,Germany,GER,Handball,HBL
LEMKE Max,LEMKE M,Male,1996-12-02,Germany,GER,Canoe Sprint,CSP
LEMMA Sisay,LEMMA S,Male,1990-12-12,Ethiopia,ETH,Athletics,ATH
LEMMENS Silke,LEMMENS S,Female,1999-11-30,Switzerland,SUI,Athletics,ATH
LEMOS Ana Claudia,LEMOS AC,Female,1988-11-06,Brazil,BRA,Athletics,ATH
LENDORE Deon,LENDORE D,Male,1992-10-28,Trinidad and Tobago,TTO,Athletics,ATH
LENNOX Hugo,LENNOX H,Male,1999-03-06,Ireland,IRL,Rugby Sevens,RUG
LEON Adriana,LEON A,Female,1992-10-02,Canada,CAN,Football,FBL
LEON Danny,LEON D,Male,1994-12-01,Spain,ESP,Skateboarding,SKB
LEON Karen,LEON K,Female,1997-11-30,Venezuela,VEN,Judo,JUD
LEON VENERO Wilfredo,LEON VENERO W,Male,1993-07-31,Poland,POL,Volleyball,VVO
LEONARDI Giuseppe,LEONARDI G,Male,1996-07-31,Italy,ITA,Athletics,ATH
LEONG Mun Yee,LEONG MY,Female,1984-12-04,Malaysia,MAS,Diving,DIV
LEOTLELA Gift,LEOTLELA G,Male,1998-05-12,South Africa,RSA,Athletics,ATH
LEPAGE Alexis,LEPAGE A,Male,1994-04-26,Canada,CAN,Triathlon,TRI
LEPAGE Pierce,LEPAGE P,Male,1996-01-22,Canada,CAN,Athletics,ATH
LEPREVOST Penelope,LEPREVOST P,Female,1980-08-01,France,FRA,Equestrian,EQU
LESAFFRE Fantine,LESAFFRE F,Female,1994-11-10,France,FRA,Swimming,SWM
LESCAY GAY Lester Alcides,LESCAY GAY LA,Male,2001-10-15,Cuba,CUB,Athletics,ATH
LESHUKOV Ilya,LESHUKOV I,Male,1995-12-27,ROC,ROC,Beach Volleyball,VBV
LESIEWICZ Kornelia,LESIEWICZ K,Female,2003-08-14,Poland,POL,Athletics,ATH
LESIUK Artem,LESIUK A,Male,1996-11-30,Ukraine,UKR,Judo,JUD
LESSMANN Lara,LESSMANN L,Female,2000-02-10,Germany,GER,Cycling BMX Freestyle,BMF
LETCHER Luke,LETCHER L,Male,1994-06-11,Australia,AUS,Rowing,ROW
LETH Julie,LETH J,Female,1992-07-13,Denmark,DEN,Cycling Track,CTR
LETICIA,LETICIA,Female,1994-08-13,Brazil,BRA,Football,FBL
LETT Dane,LETT D,Male,1990-08-29,New Zealand,NZL,Hockey,HOC
LEUNG Bo Yee,LEUNG BY,Female,1993-11-21,"Hong Kong, China",HKG,Cycling Track,CTR
LEUNG Janet,LEUNG J,Female,1994-04-25,Canada,CAN,Baseball/Softball,BSB
LEUNG Simon Wing Hang,LEUNG Simon W H,Male,1996-11-24,Australia,AUS,Badminton,BDM
LEURINK Laurien,LEURINK L,Female,1994-11-13,Netherlands,NED,Hockey,HOC
LEUTA Matai,LEUTA M,Male,1990-07-20,United States of America,USA,Rugby Sevens,RUG
LEVAJAC Dimitrije,LEVAJAC D,Male,2001-08-14,Serbia,SRB,Table Tennis,TTE
LEVCHENKO Yuliya,LEVCHENKO Y,Female,1997-11-28,Ukraine,UKR,Athletics,ATH
LEVENT Nuray,LEVENT N,Female,2000-05-08,Turkey,TUR,Weightlifting,WLF
LEVERDEZ Brice,LEVERDEZ B,Male,1986-04-09,France,FRA,Badminton,BDM
LEVERETT III Jack Hobson,LEVERETT III JH,Male,2000-01-18,United States of America,USA,Shooting,SHO
LEVI Maddison,LEVI M,Female,2002-04-27,Australia,AUS,Rugby Sevens,RUG
LEVINS Cameron,LEVINS C,Male,1989-03-28,Canada,CAN,Athletics,ATH
LEVIT Vassiliy,LEVIT V,Male,1988-02-24,Kazakhstan,KAZ,Boxing,BOX
LEVTEROV Kaloyan,LEVTEROV K,Male,2003-02-08,Bulgaria,BUL,Swimming,SWM
LEVY Maximilian,LEVY M,Male,1987-06-26,Germany,GER,Cycling Track,CTR
LEVY Ronald,LEVY R,Male,1992-10-30,Jamaica,JAM,Athletics,ATH
LEVYTSKA-SHUKVANI Tetiana,LEVYTSKA-SHUKVANI,Female,1990-04-07,Georgia,GEO,Judo,JUD
LEWANDOWSKI Marcin,LEWANDOWSKI M,Male,1987-06-13,Poland,POL,Athletics,ATH
LEWIS Andrew,LEWIS A,Male,1989-11-30,Trinidad and Tobago,TTO,Sailing,SAL
LEWIS Clayton,LEWIS C,Male,1997-02-12,New Zealand,NZL,Football,FBL
LEWIS Emily,LEWIS E,Female,1993-05-15,Great Britain,GBR,Canoe Sprint,CSP
LEYNAUD Amandine,LEYNAUD A,Female,1986-05-02,France,FRA,Handball,HBL
LEYVA YEPEZ Alfonso Antonio,LEYVA YEPEZ AA,Male,1993-01-06,Mexico,MEX,Wrestling,WRE
LEYVER Jose,LEYVER J,Male,1985-11-12,Mexico,MEX,Athletics,ATH
LI Bingjie,LI B,Female,2002-03-03,People's Republic of China,CHN,Swimming,SWM
LI Dongxiao,LI D,Female,1987-11-26,People's Republic of China,CHN,Hockey,HOC
LI Dongyin,LI D,Female,1995-07-06,People's Republic of China,CHN,Canoe Sprint,CSP
LI Fabin,LI F,Male,1993-01-15,People's Republic of China,CHN,Weightlifting,WLF
LI Haonan,LI H,Male,1999-07-13,People's Republic of China,CHN,3x3 Basketball,BK3
LI He,LI H,Female,2001-02-21,People's Republic of China,CHN,Athletics,ATH
LI Hong,LI H,Female,1999-05-31,People's Republic of China,CHN,Hockey,HOC
LI Jialun,LI J,Male,1993-01-13,People's Republic of China,CHN,Archery,ARC
LI Jiaqi,LI J,Female,1995-07-02,People's Republic of China,CHN,Hockey,HOC
LI Jingjing,LI J,Female,1994-06-15,People's Republic of China,CHN,Rowing,ROW
LI Jun Hui,LI Jun Hui,Male,1995-05-10,People's Republic of China,CHN,Badminton,BDM
LI Ling,LI L,Female,1989-07-06,People's Republic of China,CHN,Athletics,ATH
LI Meng,LI M,Female,1995-01-02,People's Republic of China,CHN,Basketball,BKB
LI Mengwen,LI M,Female,1995-03-28,People's Republic of China,CHN,Football,FBL
LI Michelle,LI M,Female,1991-11-03,Canada,CAN,Badminton,BDM
LI Qian,LI Q,Female,1990-06-06,People's Republic of China,CHN,Boxing,BOX
LI Qian,LI Q,Female,1986-07-30,Poland,POL,Table Tennis,TTE
LI Qingtong,LI Q,Female,1999-04-14,People's Republic of China,CHN,Football,FBL
LI Shixin,LI S,Male,1988-02-12,Australia,AUS,Diving,DIV
LI Shuhuan,LI S,Male,1996-10-25,People's Republic of China,CHN,Modern Pentathlon,MPN
LI Tong,LI T,Female,1988-10-08,People's Republic of China,CHN,Canoe Slalom,CSL
LI Wenwen,LI W,Female,2000-03-05,People's Republic of China,CHN,Weightlifting,WLF
LI Yanan,LI Y,Female,1994-04-27,People's Republic of China,CHN,Judo,JUD
LI Yaofeng,LI Y,Male,1997-11-16,People's Republic of China,CHN,Equestrian,EQU
LI Yin Hui,LI Y,Female,1997-03-11,People's Republic of China,CHN,Badminton,BDM
LI Yingying,LI Y,Female,2000-02-19,People's Republic of China,CHN,Volleyball,VVO
LI Yuan,LI Y,Female,2000-05-29,People's Republic of China,CHN,Basketball,BKB
LI Yuehong,LI Y,Male,1989-08-28,People's Republic of China,CHN,Shooting,SHO
LI Yueru,LI Y,Female,1999-03-28,People's Republic of China,CHN,Basketball,BKB
LI Yuting,LI Y,Female,2002-05-03,People's Republic of China,CHN,Athletics,ATH
LI Yvonne,LI Y,Female,1998-05-30,Germany,GER,Badminton,BDM
LI Zhenqiang,LI Z,Male,1968-07-23,People's Republic of China,CHN,Equestrian,EQU
LI Zhixuan,LI Z,Female,1994-03-23,People's Republic of China,CHN,Athletics,ATH
LIAKHOVICH Aliaksandr,LIAKHOVICH A,Male,1989-07-04,Belarus,BLR,Athletics,ATH
LIANG Meiyu,LIANG M,Female,1994-01-08,People's Republic of China,CHN,Hockey,HOC
LIANG Xiaojing,LIANG X,Female,1997-04-07,People's Republic of China,CHN,Athletics,ATH
LIANG Xinping,LIANG X,Female,1994-07-31,People's Republic of China,CHN,Artistic Swimming,SWA
LIAO Qiuyun,LIAO Q,Female,1995-07-13,People's Republic of China,CHN,Weightlifting,WLF
LICHAGINA Yulia,LICHAGINA Y,Female,1994-04-07,ROC,ROC,Fencing,FEN
LICWINKO Kamila,LICWINKO K,Female,1986-03-22,Poland,POL,Athletics,ATH
LIEBIG Fabian,LIEBIG F,Male,1994-06-18,Germany,GER,Modern Pentathlon,MPN
LIEBSCHER Tom,LIEBSCHER T,Male,1993-08-03,Germany,GER,Canoe Sprint,CSP
LIEN Chen-Ling,LIEN CL,Female,1988-01-31,Chinese Taipei,TPE,Judo,JUD
LIENDO EDWARDS Joshua,LIENDO EDWARDS J,Male,2002-08-20,Canada,CAN,Swimming,SWM
LIESER Ondrej,LIESER O,Male,1991-08-12,Czech Republic,CZE,Golf,GLF
LIESS Nils,LIESS N,Male,1996-08-24,Switzerland,SUI,Swimming,SWM
LIEW Li-Shan Chantal,LIEW LSC,Female,1998-08-09,Singapore,SGP,Marathon Swimming,OWS
LIFANOV Alexander,LIFANOV A,Male,1996-04-15,ROC,ROC,Modern Pentathlon,MPN
LIFU Mary Kini,LIFU MK,Female,1994-10-15,Solomon Islands,SOL,Weightlifting,WLF
LIGHTFOOT Kc,LIGHTFOOT K,Male,1999-11-11,United States of America,USA,Athletics,ATH
LIHADJI Isaac,LIHADJI I,Male,2002-04-10,France,FRA,Football,FBL
LIKMABAM Shushila Devi,LIKMABAM SD,Female,1995-02-01,India,IND,Judo,JUD
LIKUCEVA Laisana,LIKUCEVA L,Female,1999-02-03,Fiji,FIJ,Rugby Sevens,RUG
LILL Candice,LILL C,Female,1992-02-15,South Africa,RSA,Cycling Mountain Bike,MTB
LILLARD Damian,LILLARD D,Male,1990-07-15,United States of America,USA,Basketball,BKB
LILLEY Jake,LILLEY J,Male,1993-07-20,Australia,AUS,Sailing,SAL
LIM Freida,LIM F,Female,1998-02-07,Singapore,SGP,Diving,DIV
LIM Kimberly Min,LIM KM,Female,1996-08-26,Singapore,SGP,Sailing,SAL
LIMA Bruno,LIMA B,Male,1996-02-04,Argentina,ARG,Volleyball,VVO
LIMA Felipe,LIMA F,Male,1985-04-05,Brazil,BRA,Swimming,SWM
LIMA Jorge,LIMA J,Male,1981-01-29,Portugal,POR,Sailing,SAL
LIMA Silvana,LIMA S,Female,1984-10-29,Brazil,BRA,Surfing,SRF
LIMAI Asteria Uzo,LIMAI AU,Female,2001-07-19,Belarus,BLR,Athletics,ATH
LIMARDO GASCON Ruben,LIMARDO GASCON R,Male,1985-08-03,Venezuela,VEN,Fencing,FEN
LIMBERG Alex,LIMBERG A,Male,1996-11-27,South Africa,RSA,Cycling BMX Racing,BMX
LIMTIACO Tasi,LIMTIACO T,Male,1994-01-04,Federated States of Micronesia,FSM,Swimming,SWM
LIN Chaopan,LIN C,Male,1995-08-27,People's Republic of China,CHN,Artistic Gymnastics,GAR
LIN Chen-Hao,LIN CH,Female,1997-10-26,Chinese Taipei,TPE,Judo,JUD
LIN Chia-En,LIN CE,Female,1993-06-02,Chinese Taipei,TPE,Archery,ARC
LIN Junmin,LIN J,Male,1996-08-31,People's Republic of China,CHN,Shooting,SHO
LIN Sheng,LIN S,Female,1994-01-05,People's Republic of China,CHN,Fencing,FEN
LIN Wenjun,LIN W,Female,1997-06-03,People's Republic of China,CHN,Canoe Sprint,CSP
LIN Xinyu,LIN X,Female,1994-10-21,People's Republic of China,CHN,Rowing,ROW
LIN Xiyu,LIN X,Female,1996-02-25,People's Republic of China,CHN,Golf,GLF
LIN Ye,LIN Y,Female,1996-02-01,Singapore,SGP,Table Tennis,TTE
LIN Yik Hei Coco,LIN YHC,Female,1995-02-19,"Hong Kong, China",HKG,Fencing,FEN
LIN Ying-Shin,LIN YS,Female,1999-04-22,Chinese Taipei,TPE,Shooting,SHO
LIN Yuemei,LIN Y,Female,1994-01-29,People's Republic of China,CHN,Shooting,SHO
LIN Yun Ju,LIN YJ,Male,2001-08-17,Chinese Taipei,TPE,Table Tennis,TTE
LIN Yuping,LIN Y,Female,1992-02-28,People's Republic of China,CHN,Football,FBL
LIN Yu-Ting,LIN YT,Female,1995-12-13,Chinese Taipei,TPE,Boxing,BOX
LIN Zushen,LIN Z,Male,1994-03-01,People's Republic of China,CHN,Wrestling,WRE
LINCOLN Scott,LINCOLN S,Male,1993-05-07,Great Britain,GBR,Athletics,ATH
LINDAHL Hedvig,LINDAHL H,Female,1983-04-29,Sweden,SWE,Football,FBL
LINDEMANN Laura,LINDEMANN L,Female,1996-06-26,Germany,GER,Triathlon,TRI
LINDO Christabel,LINDO C,Female,1999-09-22,Kenya,KEN,Rugby Sevens,RUG
LINDQVIST Emma,LINDQVIST E,Female,1997-09-17,Sweden,SWE,Handball,HBL
LINDSAY-HAGUE Ollie,LINDSAY-HAGUE O,Male,1990-10-08,Great Britain,GBR,Rugby Sevens,RUG
LINDSKOG Anton,LINDSKOG A,Male,1993-12-07,Sweden,SWE,Handball,HBL
LINETTE Magda,LINETTE M,Female,1992-02-12,Poland,POL,Tennis,TEN
LINKE Christopher,LINKE C,Male,1988-10-24,Germany,GER,Athletics,ATH
LINKIEWICZ Joanna,LINKIEWICZ J,Female,1990-05-02,Poland,POL,Athletics,ATH
LINSKENS Kyara,LINSKENS K,Female,1996-11-13,Belgium,BEL,Basketball,BKB
LIPARTELIANI Eteri,LIPARTELIANI E,Female,1999-09-23,Georgia,GEO,Judo,JUD
LIPARTELIANI Varlam,LIPARTELIANI V,Male,1989-02-27,Georgia,GEO,Judo,JUD
LIPETZ Shlomo,LIPETZ S,Male,1979-02-11,Israel,ISR,Baseball/Softball,BSB
LIPILIN Pavel,LIPILIN P,Male,1999-07-11,Kazakhstan,KAZ,Water Polo,WPO
LIPPERT Liane,LIPPERT L,Female,1998-01-13,Germany,GER,Cycling Road,CRD
LIPTAK Jiri,LIPTAK J,Male,1982-03-30,Czech Republic,CZE,Shooting,SHO
LIRA Luana,LIRA L,Female,1996-03-05,Brazil,BRA,Diving,DIV
LISEK Piotr,LISEK P,Male,1992-08-16,Poland,POL,Athletics,ATH
LISI Veronica,LISI V,Female,1987-10-06,Italy,ITA,Rowing,ROW
LISOWSKA Aleksandra,LISOWSKA A,Female,1990-12-12,Poland,POL,Athletics,ATH
LISTUNOVA Viktoriia,LISTUNOVA V,Female,2005-05-12,ROC,ROC,Artistic Gymnastics,GAR
LITA BAEHRE Bo Kanda,LITA BAEHRE BK,Male,1999-04-29,Germany,GER,Athletics,ATH
LITANIUK Valeriy,LITANIUK V,Male,1994-04-02,Ukraine,UKR,Athletics,ATH
LITCHFIELD Joe,LITCHFIELD J,Male,1998-07-08,Great Britain,GBR,Swimming,SWM
LITCHFIELD Max,LITCHFIELD M,Male,1995-03-04,Great Britain,GBR,Swimming,SWM
LITHERLAND Jay,LITHERLAND J,Male,1995-08-24,United States of America,USA,Swimming,SWM
LITI David Andrew,LITI DA,Male,1996-07-11,New Zealand,NZL,Weightlifting,WLF
LITTLE Mackenzie,LITTLE M,Female,1996-12-22,Australia,AUS,Athletics,ATH
LITVIN Mikhail,LITVIN M,Male,1996-01-05,Kazakhstan,KAZ,Athletics,ATH
LITVINAU Uladzislau,LITVINAU U,Male,2000-01-07,Belarus,BLR,Canoe Sprint,CSP
LITVINCHUK Maryna,LITVINCHUK M,Female,1988-03-12,Belarus,BLR,Canoe Sprint,CSP
LITVINOV David,LITVINOV D,Male,1993-09-23,Israel,ISR,Weightlifting,WLF
LITVINOVICH Ivan,LITVINOVICH I,Male,2001-06-26,Belarus,BLR,Trampoline Gymnastics,GTR
LIU Dang,LIU D,Male,1989-08-17,People's Republic of China,CHN,Rowing,ROW
LIU Hao,LIU H,Male,1993-09-06,People's Republic of China,CHN,Canoe Sprint,CSP
LIU Hong,LIU H,Female,1987-05-12,People's Republic of China,CHN,Athletics,ATH
LIU Jia,LIU J,Female,1982-02-16,Austria,AUT,Table Tennis,TTE
LIU Jiali,LIU J,Female,1994-04-06,People's Republic of China,CHN,Cycling Track,CTR
LIU Jinchao,LIU J,Female,1994-11-22,People's Republic of China,CHN,Rowing,ROW
LIU Jing,LIU J,Female,1998-04-28,People's Republic of China,CHN,Football,FBL
LIU Juan,LIU J,Female,1985-02-14,United States of America,USA,Table Tennis,TTE
LIU Lingling,LIU L,Female,1994-11-08,People's Republic of China,CHN,Trampoline Gymnastics,GTR
LIU Meng,LIU M,Female,1995-12-17,People's Republic of China,CHN,Hockey,HOC
LIU Minghu,LIU M,Male,1998-07-28,People's Republic of China,CHN,Wrestling,WRE
LIU Shiwen,LIU S,Female,1991-04-12,People's Republic of China,CHN,Table Tennis,TTE
LIU Shiying,LIU S,Female,1993-09-24,People's Republic of China,CHN,Athletics,ATH
LIU Wei-Ting,LIU WT,Male,1995-01-06,Chinese Taipei,TPE,Taekwondo,TKW
LIU Xiaoqian,LIU XQ,Female,1996-02-16,People's Republic of China,CHN,Rugby Sevens,RUG
LIU Xiaotong,LIU X,Female,1990-02-16,People's Republic of China,CHN,Volleyball,VVO
LIU Xiaoxin,LIU X,Female,1997-07-24,People's Republic of China,CHN,Rowing,ROW
LIU Xin,LIU X,Female,1999-10-12,People's Republic of China,CHN,Rhythmic Gymnastics,GRY
LIU Yang,LIU Y,Male,1994-09-10,People's Republic of China,CHN,Artistic Gymnastics,GAR
LIU Yanhan,LIU Y,Female,1993-01-19,People's Republic of China,CHN,Volleyball,VVO
LIU Yaxin,LIU Y,Female,1999-06-16,People's Republic of China,CHN,Swimming,SWM
LIU Yu Chen,LIU Y,Male,1995-07-25,People's Republic of China,CHN,Badminton,BDM
LIU Yuan,LIU Y,Female,1985-09-07,Austria,AUT,Table Tennis,TTE
LIU Zhiyu,LIU Z,Male,1993-01-05,People's Republic of China,CHN,Rowing,ROW
LIUKKONEN Ari-Pekka,LIUKKONEN AP,Male,1989-02-09,Finland,FIN,Swimming,SWM
LIVACH Oksana,LIVACH O,Female,1997-05-14,Ukraine,UKR,Wrestling,WRE
LKHAGVASUREN Otgonbaatar,LKHAGVASUREN O,Male,1993-01-20,Mongolia,MGL,Judo,JUD
LKHAGVASUREN Sosorbaram,LKHAGVASUREN S,Female,2001-03-22,Mongolia,MGL,Judo,JUD
LLAVADOR Carlos,LLAVADOR C,Male,1992-04-26,Spain,ESP,Fencing,FEN
LLEONART BLANCO Xavier,LLEONART BLANCO X,Male,1990-06-22,Spain,ESP,Hockey,HOC
LLORENTE David,LLORENTE D,Male,1996-12-16,Spain,ESP,Canoe Slalom,CSL
LLOYD Carli,LLOYD C,Female,1982-07-16,United States of America,USA,Football,FBL
LLOYD Joella,LLOYD J,Female,2002-04-12,Antigua and Barbuda,ANT,Athletics,ATH
LLOYD Tess,LLOYD T,Female,1995-06-19,Australia,AUS,Sailing,SAL
LLULL Sergio,LLULL S,Male,1987-11-15,Spain,ESP,Basketball,BKB
LO Chia-Ling,LO CL,Female,2001-10-08,Chinese Taipei,TPE,Taekwondo,TKW
LO Maodo,LO M,Male,1992-12-31,Germany,GER,Basketball,BKB
LO Ryan,LO R,Male,1997-02-26,Singapore,SGP,Sailing,SAL
LOACH Colleen,LOACH C,Female,1983-04-10,Canada,CAN,Equestrian,EQU
LOBANOVSKIJ Maxim,LOBANOVSKIJ M,Male,1996-01-18,Hungary,HUN,Swimming,SWM
LOBE Ricarda,LOBE R,Female,1994-04-13,Germany,GER,Athletics,ATH
LOBNIG Magdalena,LOBNIG M,Female,1990-07-19,Austria,AUT,Rowing,ROW
LOBO Joaquim,LOBO J,Male,1995-01-06,Mozambique,MOZ,Canoe Sprint,CSP
LOBODA Kinga,LOBODA K,Female,1996-06-11,Poland,POL,Sailing,SAL
LOCHOWSKA Joanna,LOCHOWSKA J,Female,1988-11-17,Poland,POL,Weightlifting,WLF
LODADIO Marco,LODADIO M,Male,1992-03-24,Italy,ITA,Artistic Gymnastics,GAR
LODO Matteo,LODO M,Male,1994-10-25,Italy,ITA,Rowing,ROW
LOE Olivia,LOE O,Female,1992-01-15,New Zealand,NZL,Rowing,ROW
LOEUILLETTE Stephanie,LOEUILLETTE S,Female,1992-07-27,France,FRA,Table Tennis,TTE
LOEW Andreas,LOEW A,Male,1982-01-19,Germany,GER,Shooting,SHO
LOEWEN Eduard,LOEWEN E,Male,1997-01-28,Germany,GER,Football,FBL
LOEYNING Ingeborg,LOEYNING I,Female,2000-09-13,Norway,NOR,Swimming,SWM
LOFORTE Kevin,LOFORTE K,Male,1997-02-27,Mozambique,MOZ,Judo,JUD
LOGARZO Chloe,LOGARZO C,Female,1994-12-22,Australia,AUS,Football,FBL
LOGOFATU Elena,LOGOFATU E,Female,1997-04-30,Romania,ROU,Rowing,ROW
LOGUNOVA Anastasiia,LOGUNOVA A,Female,1990-07-20,ROC,ROC,3x3 Basketball,BK3
LOGUTENKOVA Inna,LOGUTENKOVA I,Female,1986-10-19,Ukraine,UKR,Equestrian,EQU
LOH Kean Yew,LOH KY,Male,1997-06-26,Singapore,SGP,Badminton,BDM
LOHALITH Anjelina Nadai,LOHALITH AN,Female,1995-01-01,EOR,EOR,Athletics,ATH
LOHVYNENKO Alina,LOHVYNENKO A,Female,1990-07-18,Ukraine,UKR,Athletics,ATH
LOIV Janika,LOIV J,Female,1989-11-28,Estonia,EST,Cycling Mountain Bike,MTB
LOKHANOV Konstantin,LOKHANOV K,Male,1998-11-10,ROC,ROC,Fencing,FEN
LOKKEN Zachary,LOKKEN Z,Male,1994-03-25,United States of America,USA,Canoe Slalom,CSL
LOKORO Paulo Amotun,LOKORO PA,Male,1992-01-01,EOR,EOR,Athletics,ATH
LOKTEV Denis,LOKTEV D,Male,2000-04-06,Israel,ISR,Swimming,SWM
LOMACZ Grzegorz,LOMACZ G,Male,1987-10-01,Poland,POL,Volleyball,VVO
LOMBARDO Manuel,LOMBARDO M,Male,1998-12-04,Italy,ITA,Judo,JUD
LOMNICKY Marcel,LOMNICKY M,Male,1987-07-06,Slovakia,SVK,Athletics,ATH
LONCAR Luka,LONCAR L,Male,1987-06-26,Croatia,CRO,Water Polo,WPO
LONDON Wilbert,LONDON W,Male,1997-08-17,United States of America,USA,Athletics,ATH
LONG Hurly,LONG H,Male,1995-07-21,Germany,GER,Golf,GLF
LONG Jia,LONG J,Female,1998-08-29,People's Republic of China,CHN,Wrestling,WRE
LONG Xiaoqing,LONG X,Female,1997-02-27,People's Republic of China,CHN,Archery,ARC
LONGAN Amanda,LONGAN A,Female,1997-01-16,United States of America,USA,Water Polo,WPO
LONGBOTTOM Maurice,LONGBOTTOM M,Male,1995-01-30,Australia,AUS,Rugby Sevens,RUG
LONGHI Giulia,LONGHI G,Female,1993-01-17,Italy,ITA,Baseball/Softball,BSB
LONGO Annalie,LONGO A,Female,1991-07-01,New Zealand,NZL,Football,FBL
LONGO BORGHINI Elisa,LONGO BORGHINI E,Female,1991-12-10,Italy,ITA,Cycling Road,CRD
LOO Phay Xing,LOO PX,Male,1997-09-28,Malaysia,MAS,Artistic Gymnastics,GAR
LOOSER Vera,LOOSER V,Female,1993-10-28,Namibia,NAM,Cycling Road,CRD
LOPAS Jack,LOPAS J,Male,1998-10-05,New Zealand,NZL,Rowing,ROW
LOPES Gabriel,LOPES G,Male,1997-05-15,Portugal,POR,Swimming,SWM
LOPES Jose,LOPES J,Male,2000-10-16,Portugal,POR,Swimming,SWM
LOPES Vittoria,LOPES V,Female,1996-03-15,Brazil,BRA,Triathlon,TRI
LOPEZ Arlen,LOPEZ A,Male,1993-02-21,Cuba,CUB,Boxing,BOX
LOPEZ Brayan,LOPEZ B,Male,1997-06-20,Italy,ITA,Athletics,ATH
LOPEZ FERRER Ana Gabriela,LOPEZ FERRER AG,Female,1994-09-22,Mexico,MEX,Weightlifting,WLF
LOPEZ Gaby,LOPEZ G,Female,1993-11-09,Mexico,MEX,Golf,GLF
LOPEZ GARCIA Maria,LOPEZ GARCIA M,Female,1990-02-16,Spain,ESP,Hockey,HOC
LOPEZ HERRERO Marta,LOPEZ HERRERO M,Female,1990-02-04,Spain,ESP,Handball,HBL
LOPEZ Jack,LOPEZ J,Male,1992-12-16,United States of America,USA,Baseball/Softball,BSB
LOPEZ Jesus Tonatiu,LOPEZ JT,Male,1997-08-02,Mexico,MEX,Athletics,ATH
LOPEZ JIMENEZ Soledad,LOPEZ JIMENEZ S,Female,1992-04-04,Spain,ESP,Handball,HBL
LOPEZ Juan Martin,LOPEZ JM,Male,1985-05-27,Argentina,ARG,Hockey,HOC
LOPEZ MARRA Iago,LOPEZ MARRA I,Male,1990-04-07,Spain,ESP,Sailing,SAL
LOPEZ Miguel Angel,LOPEZ MA,Male,1988-07-03,Spain,ESP,Athletics,ATH
LOPEZ NUNEZ Mijain,LOPEZ NUNEZ M,Male,1982-08-20,Cuba,CUB,Wrestling,WRE
LOPEZ PINEDO Daniel,LOPEZ PINEDO D,Male,1980-07-16,Spain,ESP,Water Polo,WPO
LOPEZ Yessenia,LOPEZ Y,Female,1990-10-20,Chile,CHI,Football,FBL
LOPEZ Yulisa,LOPEZ Y,Female,1993-09-10,Guatemala,GUA,Rowing,ROW
LOPEZ-AROSTEGUI Xabi,LOPEZ-AROSTEGUI X,Male,1997-05-19,Spain,ESP,Basketball,BKB
LORENZ Nike,LORENZ N,Female,1997-03-12,Germany,GER,Hockey,HOC
LORINCZ Tamas,LORINCZ T,Male,1986-12-20,Hungary,HUN,Wrestling,WRE
LORINCZ Viktor,LORINCZ V,Male,1990-04-28,Hungary,HUN,Wrestling,WRE
LORONA Vladimir,LORONA V,Male,1998-11-16,Mexico,MEX,Football,FBL
LOS Urszula,LOS U,Female,1994-02-18,Poland,POL,Cycling Track,CTR
LOSCHIAVO Brandon,LOSCHIAVO B,Male,1997-05-31,United States of America,USA,Diving,DIV
LOSER Agustin,LOSER A,Male,1997-10-12,Argentina,ARG,Volleyball,VVO
LOSEV Ivan,LOSEV I,Male,1986-01-26,Ukraine,UKR,Athletics,ATH
LOSIAK Bartosz,LOSIAK B,Male,1992-05-14,Poland,POL,Beach Volleyball,VBV
LOSOS de MUNIZ Yvonne,LOSOS de MUNIZ Y,Female,1967-09-08,Dominican Republic,DOM,Equestrian,EQU
LOTFY Giana,LOTFY G,Female,1994-12-10,Egypt,EGY,Karate,KTE
LOUATI Yacine,LOUATI Y,Male,1992-03-04,France,FRA,Volleyball,VVO
LOVETT Django,LOVETT D,Male,1992-07-06,Canada,CAN,Athletics,ATH
LOVETT Eddie,LOVETT E,Male,1992-06-25,"Virgin Islands, US",ISV,Athletics,ATH
LOW Rui Qi Cecilia,LOW RQC,Female,1991-04-01,Singapore,SGP,Sailing,SAL
LOWENGART Assaf,LOWENGART A,Male,1998-03-01,Israel,ISR,Baseball/Softball,BSB
LOWRY Shane,LOWRY S,Male,1987-04-02,Ireland,IRL,Golf,GLF
LOYD Jewell,LOYD J,Female,1993-10-05,United States of America,USA,Basketball,BKB
LOYO Elena,LOYO E,Female,1983-01-11,Spain,ESP,Athletics,ATH
